商品名称,董店价格,京东价格,董店地址,京东地址
【新国标】京淳变频冷暖2匹1级能效柜机空调 KFR50LWNhDj1BGj(碧玺蓝),9999.0,9999.0,https://mall.gree.com//goods/product/details?id=1002979467&skuId=1000309256,https://item.jd.com/100021510648.html
【新国标，自下单时间起一个月后发货】臻净风变频冷暖2匹1级能效柜机空调(除甲醛) KFR50LW(50550)FNhAhB1(伦勃朗棕),9999.0,,https://mall.gree.com//goods/product/details?id=1002977120&skuId=1000306743,
【新国标】格力・玫瑰变频冷暖大1匹1级能效挂机空调 KFR26GW(26588)FNhAaB1(花瓣粉),9999.0,,https://mall.gree.com//goods/product/details?id=1002965568&skuId=1000294746,
【新国标】云恬变频冷暖2匹1级能效柜机空调 KFR50LWNhJe1BG(文艺灰),10119.0,,https://mall.gree.com//goods/product/details?id=1002979484&skuId=1000309273,
【新国标】格力・玫瑰变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35588)FNhAaB1(花瓣粉),10599.0,,https://mall.gree.com//goods/product/details?id=1002965569&skuId=1000294747,
格力·云铂变频冷暖2匹1级能效柜机空调 KFR50LWNhJbB1W 玫瑰金,10699.0,,https://mall.gree.com//goods/product/details?id=1000026005&skuId=1000042862,
【新国标】冷静悦变频冷暖3匹2级能效柜机空调 KFR72LW(72580)FNhAaB2(皓雪白),10739.0,,https://mall.gree.com//goods/product/details?id=1002963978&skuId=1000293130,
【新国标】云恬变频冷暖3匹1级能效柜机空调 KFR72LWNhJe1BG(文艺灰),11219.0,,https://mall.gree.com//goods/product/details?id=1002979485&skuId=1000309274,
【新国标】天井机3匹定频冷暖2级能效 380V电源 KFR72TW(72550S)NhCa2,11299.0,,https://mall.gree.com//goods/product/details?id=1002964548&skuId=1000293718,
【新国标，自下单时间起一个月后发货】臻净风变频冷暖3匹1级能效柜机空调(除甲醛) KFR72LW(72550)FNhAhB1(伦勃朗棕),11999.0,,https://mall.gree.com//goods/product/details?id=1002977121&skuId=1000306744,
【新国标】格力•金贝变频冷暖2匹1级能效柜机空调 KFR50LW(50572)FNhAaB1(珍珠白),13899.0,14899.0,https://mall.gree.com//goods/product/details?id=1002961910&skuId=1000290981,https://item.jd.com/100018821096.html
格力·领御变频冷暖3匹1级能效柜机空调 冷暖神器 衡温空间 KFR72LW(72577)FNhAbA1(优雅紫),14999.0,,https://mall.gree.com//goods/product/details?id=1000026022&skuId=1000042879,
【新国标】格力·臻新风变频冷暖2匹1级能效柜机空调 KFR50LW(50582)FNhCeB1(汝瓷青),15299.0,,https://mall.gree.com//goods/product/details?id=1002977122&skuId=1000306745,
【新国标，6月14日开始陆续交货】格力·臻新风变频冷暖2匹1级能效柜机空调 KFR50LW(50582)FNhCgB1(珍珠白),15299.0,15299.0,https://mall.gree.com//goods/product/details?id=1002979517&skuId=1000309742,https://mall.gree.com//goods/product/details?id=1002979517&skuId=1000309306
【新国标，6月14日开始陆续交货】格力·臻新风变频冷暖2匹1级能效柜机空调 KFR50LW(50582)FNhCgB1(珍珠白),15299.0,15299.0,https://mall.gree.com//goods/product/details?id=1002979517&skuId=1000309742,https://mall.gree.com//goods/product/details?id=1002979517&skuId=1000309306
【新国标】格力•金贝变频冷暖3匹1级能效柜机空调 KFR72LW(72572)FNhAaB1(珍珠白),15899.0,16899.0,https://mall.gree.com//goods/product/details?id=1002961911&skuId=1000290982,https://item.jd.com/100020359886.html
【新国标】清凉湾变频冷暖5匹2级能效柜机空调 380V电源 KFR120LW(12536S)FNhAdB2JY01 浅灰,15999.0,17999.0,https://mall.gree.com//goods/product/details?id=1002972111&skuId=1000301570,https://item.jd.com/100010068671.html
【新国标】天井机5匹变频冷暖2级能效 380V电源 KFR120TW(12550S)FNhCaB2,16069.0,,https://mall.gree.com//goods/product/details?id=1002964550&skuId=1000293720,
【新国标】格力•领御变频冷暖2匹1级能效柜机空调 KFR50LW(50577)FNhAbB1(优雅紫),17999.0,,https://mall.gree.com//goods/product/details?id=1002961918&skuId=1000290989,
格力玫瑰Ⅱ变频冷暖3匹1级能效柜机空调 KFR72LW(72593)FNhAbA1(花瓣粉),19599.0,19999.0,https://mall.gree.com//goods/product/details?id=1000026065&skuId=1000042923,https://item.jd.com/100022440456.html
【新国标】格力•领御变频冷暖3匹1级能效柜机空调 KFR72LW(72577)FNhAbB1(优雅紫),19999.0,19999.0,https://mall.gree.com//goods/product/details?id=1002961915&skuId=1000290986,https://item.jd.com/10023095847822.html
【新国标】格力·臻新风变频冷暖3匹1级能效柜机空调 KFR72LW(72582)FNhCeB1(汝瓷青),21099.0,,https://mall.gree.com//goods/product/details?id=1002977117&skuId=1000306740,
